,inv_nr,year,round,#tokens,#gold_event_tokens,#predicted_event_tokens,gold_event_density,P-event,R-event,f1-event,lex_precision,lex_recall,lex_f1,P-none,R-none,f1-none,P-macro,R-macro,f1-macro
0,1160,1647,2,2518,184,126,7.307386814932486,0.42063492063492064,0.28804347826086957,0.3419354838709677,0.76,0.20652173913043478,0.3247863247863248,0.9452341137123745,0.9687232219365896,0.9568345323741007,0.6829345171736476,0.6283833500987296,0.6545242622100204
1,1066,1618,4,577,50,44,8.665511265164644,0.5681818181818182,0.5,0.5319148936170213,0.8181818181818182,0.18,0.29508196721311475,0.9530956848030019,0.9639468690702088,0.9584905660377359,0.76063875149241,0.7319734345351043,0.746030837189118
2,7673,1716,3_ESTA,598,43,49,7.190635451505016,0.5102040816326531,0.5813953488372093,0.5434782608695652,0.6875,0.2558139534883721,0.3728813559322034,0.9672131147540983,0.9567567567567568,0.9619565217391305,0.7387085981933756,0.7690760527969831,0.7535865184628234
3,11012,1736,3,3709,301,216,8.115394985171205,0.4027777777777778,0.28903654485049834,0.3365570599613153,0.908256880733945,0.3289036544850498,0.48292682926829267,0.9387346120813055,0.9621478873239436,0.9502970583973338,0.6707561949295416,0.6255922160872209,0.6473874629291739
4,9001,1720,2,3346,164,201,4.901374775851764,0.3880597014925373,0.47560975609756095,0.4273972602739726,0.6382978723404256,0.18292682926829268,0.28436018957345977,0.9726550079491256,0.9613450659962288,0.966966966966967,0.6803573547208315,0.7184774110468949,0.698897972468186
5,1090,1626,2,3413,191,167,5.596249633753296,0.39520958083832336,0.34554973821989526,0.3687150837988826,0.6984126984126984,0.23036649214659685,0.3464566929133858,0.9614910659272952,0.9686530105524519,0.9650587507730365,0.6783503233828092,0.6571013743861736,0.6675567982800346
6,1430,1686,4,2006,179,120,8.923230309072782,0.6166666666666667,0.4134078212290503,0.49498327759197325,0.9,0.15083798882681565,0.25837320574162687,0.9443266171792153,0.9748221127531472,0.9593320764880152,0.780496641922941,0.6941149669910988,0.7347757166295119
7,2665,1746,3_ESTA,231,21,11,9.090909090909092,0.7272727272727273,0.38095238095238093,0.5,1.0,0.2857142857142857,0.4444444444444445,0.9409090909090909,0.9857142857142858,0.9627906976744187,0.8340909090909091,0.6833333333333333,0.7512231652521217
8,1439,1686,3_ESTA,380,49,22,12.894736842105264,0.7272727272727273,0.32653061224489793,0.45070422535211263,1.0,0.12244897959183673,0.2181818181818182,0.9078212290502793,0.9818731117824774,0.9433962264150944,0.8175469781615032,0.6542018620136877,0.726809820802378
9,1595,1697,3,2649,178,106,6.719516798791997,0.7641509433962265,0.4550561797752809,0.5704225352112676,0.9464285714285714,0.29775280898876405,0.452991452991453,0.9618560755013763,0.9898826386078511,0.9756681292381332,0.8630035094488013,0.722469409191566,0.7865080863524362
10,2693,1747,3,419,26,18,6.205250596658711,0.6111111111111112,0.4230769230769231,0.5,0.625,0.19230769230769232,0.29411764705882354,0.9625935162094763,0.9821882951653944,0.9722921914357683,0.7868523136602937,0.7026326091211588,0.7423614508399736
11,3476,1777,2,2161,138,89,6.385932438685793,0.5280898876404494,0.34057971014492755,0.41409691629955947,0.9387755102040817,0.3333333333333333,0.4919786096256684,0.956081081081081,0.9792387543252595,0.9675213675213675,0.7420854843607652,0.6599092322350936,0.6985890266781717
12,8596,1707,4,1482,159,105,10.728744939271255,0.7904761904761904,0.5220125786163522,0.6287878787878788,0.9629629629629629,0.16352201257861634,0.27956989247311825,0.9448075526506899,0.983371126228269,0.9637037037037037,0.8676418715634402,0.7526918524223106,0.8060894590773687
13,1348,1679,3_ESTA,272,32,14,11.76470588235294,0.7142857142857143,0.3125,0.43478260869565216,0.75,0.28125,0.4090909090909091,0.9147286821705426,0.9833333333333333,0.9477911646586346,0.8145071982281284,0.6479166666666667,0.7217234367136636
14,4071,1713,4,475,58,15,12.210526315789473,0.8,0.20689655172413793,0.3287671232876712,0.7777777777777778,0.1206896551724138,0.208955223880597,0.9,0.9928057553956835,0.9441277080957811,0.8500000000000001,0.5998511535599107,0.7033459666173314
