inv_nr	year	round	#tokens	#gold_event_tokens	#predicted_event_tokens	gold_event_density	P-event	R-event	f1-event	lex_precision	lex_recall	lex_f1	P-none	R-none	f1-none	P-macro	R-macro	f1-macro
1160	1647	2	2602	186	94	7.148347425057648	0.5531914893617021	0.27956989247311825	0.37142857142857144	0.7551020408163265	0.1989247311827957	0.31489361702127655	0.9465709728867624	0.9826158940397351	0.9642567018683997	0.7498812311242322	0.6310928932564267	0.6853781072272073
1066	1618	4	553	51	35	9.22242314647378	0.7428571428571429	0.5098039215686274	0.6046511627906976	1.0	0.17647058823529413	0.3	0.9517374517374517	0.9820717131474104	0.9666666666666667	0.8472972972972973	0.7459378173580189	0.7933933802808875
7673	1716	3_ESTA	611	45	49	7.3649754500818325	0.46938775510204084	0.5111111111111111	0.48936170212765956	0.6875	0.24444444444444444	0.360655737704918	0.9608540925266904	0.9540636042402827	0.9574468085106383	0.7151209238143656	0.7325873576756969	0.7237487754874954
11012	1736	3	3881	301	226	7.7557330584900805	0.5176991150442478	0.38870431893687707	0.444022770398482	0.908256880733945	0.3289036544850498	0.48292682926829267	0.9496580027359781	0.9695530726256983	0.9595024187975121	0.7336785588901129	0.6791286957812877	0.7053505156832252
9001	1720	2	3423	166	123	4.849547180835525	0.45528455284552843	0.3373493975903614	0.38754325259515565	0.625	0.18072289156626506	0.2803738317757009	0.9666666666666667	0.9794289223211544	0.973005947842001	0.7109756097560975	0.6583891599557579	0.6836726704380572
3598	1781	3	3652	655	43	17.93537787513691	1.0	0.06564885496183206	0.12320916905444126	1.0	0.15877862595419848	0.2740447957839262	0.830423940149626	1.0	0.9073569482288829	0.9152119700748129	0.5328244274809161	0.6735290560402173
1348	1679	3_ESTA	281	32	11	11.387900355871885	0.8181818181818182	0.28125	0.41860465116279066	0.75	0.28125	0.4090909090909091	0.9148148148148149	0.9919678714859438	0.9518304431599229	0.8664983164983165	0.6366089357429718	0.7339736672370475
1090	1626	2	3575	205	156	5.734265734265734	0.4551282051282051	0.3463414634146341	0.39335180055401653	0.703125	0.21951219512195122	0.3345724907063197	0.960807253582919	0.9747774480712166	0.9677419354838709	0.7079677293555621	0.6605594557429253	0.6834424380879354
1430	1686	4	2043	184	107	9.006363191385217	0.6448598130841121	0.375	0.4742268041237113	0.9	0.14673913043478262	0.25233644859813087	0.940599173553719	0.9795589026358257	0.9596837944664031	0.7927294933189155	0.6772794513179128	0.7304709243265255
2665	1746	3_ESTA	242	21	9	8.677685950413224	1.0	0.42857142857142855	0.6	1.0	0.2857142857142857	0.4444444444444445	0.9484978540772532	1.0	0.973568281938326	0.9742489270386265	0.7142857142857143	0.8242556281771967
1439	1686	3_ESTA	389	49	17	12.596401028277635	0.8235294117647058	0.2857142857142857	0.42424242424242414	1.0	0.12244897959183673	0.2181818181818182	0.9059139784946236	0.9911764705882353	0.9466292134831461	0.8647216951296648	0.6384453781512605	0.7345525051152855
1595	1697	3	2750	182	101	6.618181818181817	0.6534653465346535	0.3626373626373626	0.4664310954063604	0.9464285714285714	0.29120879120879123	0.44537815126050423	0.9562098905247263	0.9863707165109035	0.9710561625455243	0.8048376185296899	0.6745040395741331	0.7339294772450754
2693	1747	3	439	26	13	5.922551252847381	0.6153846153846154	0.3076923076923077	0.4102564102564103	0.625	0.19230769230769232	0.29411764705882354	0.9577464788732394	0.9878934624697336	0.9725864123957092	0.7865655471289275	0.6477928850810206	0.7104661619270892
3476	1777	2	2194	138	89	6.289881494986327	0.4943820224719101	0.3188405797101449	0.3876651982378854	0.9387755102040817	0.3333333333333333	0.4919786096256684	0.9553444180522566	0.978112840466926	0.966594568613314	0.7248632202620833	0.6484767100885355	0.6845456189710146
8596	1707	4	1523	160	114	10.505581089954038	0.7456140350877193	0.53125	0.6204379562043796	0.9629629629629629	0.1625	0.27807486631016043	0.9467707594038325	0.9787234042553191	0.9624819624819624	0.8461923972457759	0.7549867021276595	0.7979919393303141
4071	1713	4	489	62	13	12.678936605316974	0.8461538461538461	0.1774193548387097	0.29333333333333333	0.7777777777777778	0.11290322580645161	0.19718309859154928	0.8928571428571429	0.9953161592505855	0.9413067552602438	0.8695054945054945	0.5863677570446476	0.7004043600750558
