,inv_nr,year,round,#tokens,#gold_event_tokens,#predicted_event_tokens,gold_event_density,P-event,R-event,f1-event,lex_precision,lex_recall,lex_f1,P-none,R-none,f1-none,P-macro,R-macro,f1-macro
0,1160,1647,2,2518,184,110,7.307386814932486,0.4818181818181818,0.28804347826086957,0.36054421768707484,0.76,0.20652173913043478,0.3247863247863248,0.9455980066445183,0.9755784061696658,0.9603542808941375,0.7137080942313501,0.6318109422152677,0.6702671181432408
1,1066,1618,4,586,51,19,8.70307167235495,0.7368421052631579,0.27450980392156865,0.4,0.8333333333333334,0.19607843137254902,0.31746031746031744,0.9347442680776014,0.9906542056074766,0.9618874773139746,0.8357931866703796,0.6325820047645226,0.7201262084465242
2,7673,1716,3_ESTA,598,43,39,7.190635451505016,0.5641025641025641,0.5116279069767442,0.5365853658536586,0.6875,0.2558139534883721,0.3728813559322034,0.962432915921288,0.9693693693693693,0.9658886894075404,0.7632677400119261,0.7404986381730567,0.7517108112530645
3,11012,1736,3,3709,301,191,8.115394985171205,0.4607329842931937,0.292358803986711,0.35772357723577236,0.908256880733945,0.3289036544850498,0.48292682926829267,0.9394542353610006,0.9697769953051644,0.954374819520647,0.7000936098270971,0.6310678996459377,0.6637911339308875
4,9001,1720,2,3346,164,159,4.901374775851764,0.4276729559748428,0.4146341463414634,0.42105263157894735,0.6382978723404256,0.18292682926829268,0.28436018957345977,0.9698776278631942,0.9714016341923318,0.9706390328151987,0.6987752919190184,0.6930178902668976,0.6958846828316559
5,1090,1626,2,3432,191,138,5.565268065268065,0.4492753623188406,0.32460732984293195,0.37689969604863227,0.6984126984126984,0.23036649214659685,0.3464566929133858,0.9608378870673953,0.97655044739278,0.9686304514154552,0.7050566246931179,0.650578888617856,0.676723132142207
6,1430,1686,4,2042,181,108,8.863858961802155,0.6388888888888888,0.3812154696132597,0.47750865051903113,0.8333333333333334,0.13812154696132597,0.2369668246445498,0.9420889348500517,0.9790435249865663,0.9602108036890645,0.7904889118694702,0.680129497299913,0.7311683614168796
7,2665,1746,3_ESTA,231,21,13,9.090909090909092,0.6923076923076923,0.42857142857142855,0.5294117647058824,1.0,0.2857142857142857,0.4444444444444445,0.944954128440367,0.9809523809523809,0.9626168224299064,0.8186309103740297,0.7047619047619047,0.7574407256748052
8,1439,1686,3_ESTA,380,49,18,12.894736842105264,0.7222222222222222,0.2653061224489796,0.3880597014925374,1.0,0.12244897959183673,0.2181818181818182,0.9005524861878453,0.9848942598187311,0.9408369408369408,0.8113873542050338,0.6251001911338554,0.7061646887826014
9,1595,1697,3,2649,178,79,6.719516798791997,0.6962025316455697,0.3089887640449438,0.42801556420233466,0.9464285714285714,0.29775280898876405,0.452991452991453,0.9521400778210116,0.990287333063537,0.9708391192223765,0.8241713047332906,0.6496380485542403,0.7265702811385012
10,2693,1747,3,419,26,13,6.205250596658711,0.5384615384615384,0.2692307692307692,0.3589743589743589,0.625,0.19230769230769232,0.29411764705882354,0.9532019704433498,0.9847328244274809,0.9687108886107634,0.7458317544524441,0.626981796829125,0.6812621176448469
11,3476,1777,2,2161,138,121,6.385932438685793,0.5289256198347108,0.463768115942029,0.4942084942084942,0.9387755102040817,0.3333333333333333,0.4919786096256684,0.9637254901960784,0.9718240237271379,0.9677578144228404,0.7463255550153947,0.7177960698345834,0.7317828534389091
12,8596,1707,4,1482,159,111,10.728744939271255,0.7207207207207207,0.5031446540880503,0.5925925925925926,0.9629629629629629,0.16352201257861634,0.27956989247311825,0.9423778264040846,0.9765684051398337,0.9591685226429102,0.8315492735624026,0.739856529613942,0.7830277303256623
13,1348,1679,3_ESTA,272,32,15,11.76470588235294,0.7333333333333333,0.34375,0.4680851063829787,0.75,0.28125,0.4090909090909091,0.9182879377431906,0.9833333333333333,0.9496981891348087,0.825810635538262,0.6635416666666667,0.7358363291813284
14,4071,1713,4,475,58,16,12.210526315789473,0.8125,0.22413793103448276,0.35135135135135137,0.7777777777777778,0.1206896551724138,0.208955223880597,0.9019607843137255,0.9928057553956835,0.9452054794520549,0.8572303921568627,0.6084718432150831,0.7117415040897582
