,inv_nr,year,round,#tokens,#gold_event_tokens,#predicted_event_tokens,gold_event_density,P-event,R-event,f1-event,lex_precision,lex_recall,lex_f1,P-none,R-none,f1-none,P-macro,R-macro,f1-macro
0,1160,1647,2,2602,186,12,7.148347425057648,0.08333333333333333,0.005376344086021506,0.010101010101010102,0.76,0.20430107526881722,0.3220338983050847,0.9285714285714286,0.9954470198675497,0.9608469836196565,0.5059523809523809,0.5004116819767856,0.5031667788605462
1,1066,1618,4,458,45,27,9.82532751091703,0.5925925925925926,0.35555555555555557,0.4444444444444444,1.0,0.17777777777777778,0.3018867924528302,0.9327146171693735,0.9733656174334141,0.95260663507109,0.7626536048809831,0.6644605864944848,0.7101789957017202
2,7673,1716,3_ESTA,611,45,45,7.3649754500818325,0.35555555555555557,0.35555555555555557,0.35555555555555557,0.6875,0.24444444444444444,0.360655737704918,0.9487632508833922,0.9487632508833922,0.9487632508833922,0.6521594032194739,0.6521594032194739,0.6521594032194739
3,11012,1736,3,3784,294,118,7.76955602536998,0.423728813559322,0.17006802721088435,0.24271844660194175,0.9142857142857143,0.32653061224489793,0.4812030075187969,0.933442444080742,0.9805157593123209,0.956400223588597,0.678585628820032,0.5752918932616027,0.6226841206881052
4,9001,1720,2,3342,163,30,4.877318970676242,0.4,0.0736196319018405,0.12435233160621761,0.6444444444444445,0.17791411042944785,0.27884615384615385,0.9544082125603864,0.9943378420887071,0.9739639500847327,0.6772041062801932,0.5339787369952738,0.5971230444143055
5,1090,1626,2,3469,194,96,5.592389737676564,0.3333333333333333,0.16494845360824742,0.2206896551724138,0.6984126984126984,0.2268041237113402,0.3424124513618677,0.9519715386895938,0.9804580152671756,0.9660048134777377,0.6426524360114636,0.5727032344377115,0.6056648891711096
6,1430,1686,4,1804,172,69,9.534368070953436,0.4927536231884058,0.19767441860465115,0.2821576763485477,0.8928571428571429,0.14534883720930233,0.25000000000000006,0.9204610951008646,0.9785539215686274,0.9486189486189487,0.7066073591446352,0.5881141700866392,0.6419385037139165
7,2665,1746,3_ESTA,242,21,6,8.677685950413224,0.5,0.14285714285714285,0.22222222222222224,1.0,0.2857142857142857,0.4444444444444445,0.923728813559322,0.9864253393665159,0.9540481400437637,0.711864406779661,0.5646412411118293,0.6297629827354616
8,1439,1686,3_ESTA,389,49,5,12.596401028277635,0.6,0.061224489795918366,0.1111111111111111,1.0,0.12244897959183673,0.2181818181818182,0.8802083333333334,0.9941176470588236,0.9337016574585636,0.7401041666666667,0.527671068427371,0.6160895804903166
9,1595,1697,3,2580,166,73,6.434108527131784,0.4931506849315068,0.21686746987951808,0.301255230125523,0.9361702127659575,0.26506024096385544,0.4131455399061033,0.9481451934583167,0.9846727423363711,0.9660638081690712,0.7206479391949118,0.6007701061079446,0.6552714191175922
10,2693,1747,3,439,26,5,5.922551252847381,0.6,0.11538461538461539,0.1935483870967742,0.625,0.19230769230769232,0.29411764705882354,0.9470046082949308,0.9951573849878934,0.9704840613931522,0.7735023041474653,0.5552710001862544,0.6464660249713539
11,3476,1777,2,2194,138,15,6.289881494986327,0.2,0.021739130434782608,0.0392156862745098,0.9387755102040817,0.3333333333333333,0.4919786096256684,0.9380449747590638,0.9941634241245136,0.9652892561983472,0.5690224873795319,0.5079512772796482,0.5367553207886064
12,8596,1707,4,1444,152,51,10.526315789473683,0.7647058823529411,0.2565789473684211,0.3842364532019705,0.96,0.15789473684210525,0.27118644067796605,0.9188801148600143,0.9907120743034056,0.9534450651769087,0.8417929986064777,0.6236455108359134,0.7164823651779023
13,1348,1679,3_ESTA,281,32,9,11.387900355871885,0.7777777777777778,0.21875,0.34146341463414637,0.75,0.28125,0.4090909090909091,0.9080882352941176,0.9919678714859438,0.948176583493282,0.8429330065359477,0.6053589357429718,0.7046604525552943
14,4071,1713,4,489,62,11,12.678936605316974,0.5454545454545454,0.0967741935483871,0.1643835616438356,0.7777777777777778,0.11290322580645161,0.19718309859154928,0.8828451882845189,0.9882903981264637,0.9325966850828729,0.7141498668695321,0.5425322958374253,0.6166226884451567
