,inv_nr,year,round,#tokens,#gold_event_tokens,#predicted_event_tokens,gold_event_density,P-event,R-event,f1-event,lex_precision,lex_recall,lex_f1,P-none,R-none,f1-none,P-macro,R-macro,f1-macro
0,1160,1647,2,2602,186,91,7.148347425057648,0.5164835164835165,0.25268817204301075,0.33935018050541516,0.76,0.20430107526881722,0.3220338983050847,0.9446435682994823,0.9817880794701986,0.9628577227521818,0.7305635423914993,0.6172381257566046,0.6691365388669098
1,1066,1618,4,553,51,39,9.22242314647378,0.6666666666666666,0.5098039215686274,0.5777777777777778,1.0,0.17647058823529413,0.3,0.9513618677042801,0.9741035856573705,0.9625984251968505,0.8090142671854734,0.741953753612999,0.77403423438184
2,7673,1716,3_ESTA,611,45,47,7.3649754500818325,0.44680851063829785,0.4666666666666667,0.45652173913043476,0.6875,0.24444444444444444,0.360655737704918,0.9574468085106383,0.9540636042402827,0.9557522123893806,0.7021276595744681,0.7103651354534747,0.7062223775653046
3,11012,1736,3,3881,301,239,7.7557330584900805,0.4686192468619247,0.37209302325581395,0.41481481481481486,0.908256880733945,0.3289036544850498,0.48292682926829267,0.9481054365733114,0.9645251396648045,0.9562448075325394,0.708362341717618,0.6683090814603092,0.6877530512568647
4,9001,1720,2,3423,166,132,4.849547180835525,0.4090909090909091,0.3253012048192771,0.3624161073825503,0.625,0.18072289156626506,0.2803738317757009,0.9659677909450015,0.9760515812097021,0.9709835064141722,0.6875293500179553,0.6506763930144897,0.6685954232232486
5,1090,1626,2,3575,205,178,5.734265734265734,0.4101123595505618,0.35609756097560974,0.38120104438642294,0.703125,0.21951219512195122,0.3345724907063197,0.9611421842802472,0.9688427299703264,0.9649770947243977,0.6856272719154045,0.662470145472968,0.6738498163522256
6,1430,1686,4,2043,184,113,9.006363191385217,0.6017699115044248,0.3695652173913043,0.4579124579124579,0.9,0.14673913043478262,0.25233644859813087,0.9398963730569948,0.9757934373318988,0.9575085774610714,0.7708331422807098,0.6726793273616016,0.7184191762276952
7,2665,1746,3_ESTA,242,21,10,8.677685950413224,0.9,0.42857142857142855,0.5806451612903225,1.0,0.2857142857142857,0.4444444444444445,0.9482758620689655,0.995475113122172,0.9713024282560707,0.9241379310344828,0.7120232708468003,0.8043311522265408
8,1439,1686,3_ESTA,389,49,18,12.596401028277635,0.8888888888888888,0.32653061224489793,0.47761194029850745,1.0,0.12244897959183673,0.2181818181818182,0.9110512129380054,0.9941176470588236,0.950773558368495,0.8999700509134472,0.6603241296518607,0.7617434557973587
9,1595,1697,3,2750,182,84,6.618181818181817,0.7023809523809523,0.3241758241758242,0.443609022556391,0.9464285714285714,0.29120879120879123,0.44537815126050423,0.9538634658664666,0.9902647975077882,0.9717233473442873,0.8281222091237095,0.6572203108418062,0.7328393665158436
10,2693,1747,3,439,26,14,5.922551252847381,0.5714285714285714,0.3076923076923077,0.4,0.625,0.19230769230769232,0.29411764705882354,0.9576470588235294,0.9854721549636803,0.9713603818615751,0.7645378151260505,0.6465822313279941,0.7006300671314714
11,3476,1777,2,2194,138,90,6.289881494986327,0.4666666666666667,0.30434782608695654,0.3684210526315789,0.9387755102040817,0.3333333333333333,0.4919786096256684,0.9543726235741445,0.9766536964980544,0.9653846153846154,0.7105196451204057,0.6405007612925055,0.6736957805414708
12,8596,1707,4,1523,160,130,10.505581089954038,0.7076923076923077,0.575,0.6344827586206897,0.9629629629629629,0.1625,0.27807486631016043,0.9511844938980617,0.9721203228173148,0.9615384615384616,0.8294384007951847,0.7735601614086574,0.8005253633110513
13,1348,1679,3_ESTA,281,32,17,11.387900355871885,0.6470588235294118,0.34375,0.4489795918367347,0.75,0.28125,0.4090909090909091,0.9204545454545454,0.9759036144578314,0.9473684210526315,0.7837566844919786,0.6598268072289157,0.7164721316619885
14,4071,1713,4,489,62,20,12.678936605316974,0.6,0.1935483870967742,0.2926829268292683,0.7777777777777778,0.11290322580645161,0.19718309859154928,0.8933901918976546,0.9812646370023419,0.9352678571428572,0.7466950959488272,0.5874065120495581,0.6575414634780075
