,inv_nr,year,round,#tokens,#gold_event_tokens,#predicted_event_tokens,gold_event_density,P-event,R-event,f1-event,lex_precision,lex_recall,lex_f1,P-none,R-none,f1-none,P-macro,R-macro,f1-macro
0,1160,1647,2,2518,184,129,7.307386814932486,0.6511627906976745,0.45652173913043476,0.536741214057508,0.76,0.20652173913043478,0.3247863247863248,0.9581414817915446,0.980719794344473,0.9692991742536523,0.8046521362446095,0.7186207667374539,0.759207012706692
1,1066,1618,4,639,56,36,8.763693270735525,0.8333333333333334,0.5357142857142857,0.6521739130434783,0.8333333333333334,0.17857142857142858,0.29411764705882354,0.956882255389718,0.9897084048027445,0.9730185497470489,0.8951077943615258,0.762711345258515,0.8236228593009647
2,7673,1716,3_ESTA,598,43,59,7.190635451505016,0.5084745762711864,0.6976744186046512,0.5882352941176471,0.6875,0.2558139534883721,0.3728813559322034,0.9758812615955473,0.9477477477477477,0.9616087751371115,0.7421779189333668,0.8227110831761995,0.7803722804262848
3,11012,1736,3,3709,301,178,8.115394985171205,0.6460674157303371,0.38205980066445183,0.4801670146137787,0.908256880733945,0.3289036544850498,0.48292682926829267,0.9473237043330501,0.9815140845070423,0.9641158668396022,0.7966955600316936,0.681786942585747,0.7347758652321306
4,9001,1720,2,3346,164,191,4.901374775851764,0.5340314136125655,0.6219512195121951,0.5746478873239438,0.6382978723404256,0.18292682926829268,0.28436018957345977,0.9803486529318542,0.9720301697045883,0.9761716900741677,0.7571900332722099,0.7969906946083918,0.7765807408911984
5,1090,1626,2,3484,192,187,5.510907003444316,0.48128342245989303,0.46875,0.474934036939314,0.703125,0.234375,0.3515625,0.9690627843494085,0.9705346294046172,0.9697981484292001,0.7251731034046508,0.7196423147023085,0.7223971230563735
6,1430,1686,4,2042,179,101,8.765915768854065,0.801980198019802,0.45251396648044695,0.5785714285714286,0.9,0.15083798882681565,0.25837320574162687,0.949510561566203,0.9892646269457863,0.9689800210304942,0.8757453797930025,0.7208892967131166,0.790807665934242
7,2665,1746,3_ESTA,231,21,14,9.090909090909092,0.8571428571428571,0.5714285714285714,0.6857142857142857,1.0,0.2857142857142857,0.4444444444444445,0.9585253456221198,0.9904761904761905,0.9742388758782201,0.9078341013824884,0.780952380952381,0.8396268094285194
8,1439,1686,3_ESTA,380,49,30,12.894736842105264,0.7666666666666667,0.46938775510204084,0.5822784810126582,1.0,0.12244897959183673,0.2181818181818182,0.9257142857142857,0.9788519637462235,0.9515418502202644,0.8461904761904762,0.7241198594241322,0.7804104892747378
9,1595,1697,3,2649,178,147,6.719516798791997,0.6462585034013606,0.5337078651685393,0.5846153846153846,0.9464285714285714,0.29775280898876405,0.452991452991453,0.9668265387689848,0.9789558883043302,0.972853408405389,0.8065425210851727,0.7563318767364348,0.7806306373568396
10,2693,1747,3,419,26,21,6.205250596658711,0.6190476190476191,0.5,0.5531914893617021,0.625,0.19230769230769232,0.29411764705882354,0.9673366834170855,0.9796437659033079,0.9734513274336284,0.7931921512323523,0.739821882951654,0.7655780022647286
11,3476,1777,2,2161,138,143,6.385932438685793,0.6013986013986014,0.6231884057971014,0.6120996441281138,0.9387755102040817,0.3333333333333333,0.4919786096256684,0.9742319127849356,0.9718240237271379,0.9730264785944073,0.7878152570917685,0.7975062147621197,0.7926311158586374
12,8596,1707,4,1482,159,139,10.728744939271255,0.7697841726618705,0.6729559748427673,0.7181208053691275,0.9629629629629629,0.16352201257861634,0.27956989247311825,0.9612807148175726,0.9758125472411187,0.9684921230307578,0.8655324437397216,0.824384261041943,0.8444573889603452
13,1348,1679,3_ESTA,272,32,17,11.76470588235294,0.7647058823529411,0.40625,0.5306122448979592,0.75,0.28125,0.4090909090909091,0.9254901960784314,0.9833333333333333,0.9535353535353536,0.8450980392156863,0.6947916666666667,0.7626092608067062
14,4071,1713,4,475,58,20,12.210526315789473,0.8,0.27586206896551724,0.4102564102564103,0.7777777777777778,0.1206896551724138,0.208955223880597,0.9076923076923077,0.9904076738609112,0.9472477064220183,0.8538461538461539,0.6331348714132142,0.7271105221100688
