inv_nr	year	round	#tokens	#gold_event_tokens	#predicted_event_tokens	gold_event_density	P-event	R-event	f1-event	lex_precision	lex_recall	lex_f1	P-none	R-none	f1-none	P-macro	R-macro	f1-macro
1160	1647	2	4303	413	185	9.597954915175459	0.43243243243243246	0.1937046004842615	0.26755852842809363	1.0	0.01694915254237288	0.03333333333333333	0.9191355026711996	0.9730077120822622	0.9453046953046953	0.675783967551816	0.5833561562832619	0.626177707034162
1066	1618	4	1008	125	87	12.400793650793652	0.5632183908045977	0.392	0.46226415094339623	0.0	0.0	0.0	0.9174809989142236	0.956964892412231	0.9368070953436807	0.7403496948594106	0.6744824462061155	0.7058828517433287
7673	1716	3_ESTA	922	76	66	8.24295010845987	0.5606060606060606	0.4868421052631579	0.5211267605633803	0.7	0.09210526315789473	0.16279069767441862	0.9544392523364486	0.9657210401891253	0.9600470035252644	0.7575226564712545	0.7262815727261416	0.7415732284510635
11012	1736	3	5890	567	318	9.62648556876061	0.4779874213836478	0.26807760141093473	0.343502824858757	0.9019607843137255	0.08112874779541446	0.14886731391585759	0.9255204594400575	0.9688145782453503	0.9466727856815053	0.7017539404118527	0.6184460898281425	0.6574715505654194
9001	1720	2	5313	346	368	6.512328251458686	0.36684782608695654	0.3901734104046243	0.3781512605042017	0.52	0.03757225433526012	0.07008086253369272	0.9573306370070779	0.9530903966176767	0.9552058111380146	0.6620892315470173	0.6716319035111504	0.6668264289877421
3598	1781	3	5885	1248	99	21.206457094307563	1.0	0.07932692307692307	0.14699331848552338	1.0	0.0016025641025641025	0.0031999999999999997	0.8014172139647425	1.0	0.8897630240813585	0.9007086069823713	0.5396634615384616	0.6749360603483012
1348	1679	3_ESTA	474	69	19	14.556962025316455	0.7368421052631579	0.2028985507246377	0.3181818181818182	0.75	0.043478260869565216	0.0821917808219178	0.8791208791208791	0.9876543209876543	0.9302325581395348	0.8079814921920185	0.595276435856146	0.6855081069505088
1090	1626	2	5988	428	296	7.147628590514363	0.32094594594594594	0.2219626168224299	0.26243093922651933	0.7857142857142857	0.02570093457943925	0.0497737556561086	0.941496837666901	0.9638489208633093	0.9525417703519374	0.6312213918064234	0.5929057688428696	0.6114639338948155
1430	1686	4	3429	414	303	12.073490813648293	0.6105610561056105	0.4468599033816425	0.5160390516039052	0.45454545454545453	0.012077294685990338	0.023529411764705882	0.9267434420985284	0.9608623548922056	0.9434945448624003	0.7686522491020695	0.7038611291369241	0.73483127279107
2665	1746	3_ESTA	366	30	16	8.19672131147541	0.5625	0.3	0.3913043478260869	1.0	0.03333333333333333	0.06451612903225806	0.94	0.9791666666666666	0.9591836734693877	0.75125	0.6395833333333333	0.6909339424805273
1439	1686	3_ESTA	636	100	23	15.723270440251572	0.782608695652174	0.18	0.2926829268292683	0.6666666666666666	0.02	0.038834951456310676	0.866231647634584	0.9906716417910447	0.9242819843342037	0.824420171643379	0.5853358208955224	0.684604513810412
1595	1697	3	4167	370	174	8.879289656827453	0.5574712643678161	0.26216216216216215	0.35661764705882354	0.75	0.016216216216216217	0.031746031746031744	0.9316303531179564	0.9797208322359757	0.9550706033376124	0.7445508087428863	0.620941497199069	0.6771513715746093
2693	1747	3	677	56	28	8.27178729689808	0.5357142857142857	0.26785714285714285	0.3571428571428571	1.0	0.05357142857142857	0.10169491525423728	0.9368258859784283	0.9790660225442834	0.9574803149606299	0.736270085846357	0.6234615827007132	0.675186323353723
3476	1777	2	3508	272	159	7.753705815279361	0.4968553459119497	0.29044117647058826	0.36658932714617176	0.8888888888888888	0.058823529411764705	0.1103448275862069	0.9423708569722306	0.9752781211372065	0.9585421412300684	0.7196131014420901	0.6328596488038973	0.6734540042607052
8596	1707	4	2407	320	154	13.294557540506855	0.7662337662337663	0.36875	0.49789029535864987	1.0	0.040625	0.07807807807807808	0.9103417665335108	0.9827503593675132	0.9451612903225807	0.8382877663836386	0.6757501796837566	0.7482944667692273
4071	1713	4	758	109	37	14.379947229551451	0.8108108108108109	0.27522935779816515	0.410958904109589	0.25	0.009174311926605505	0.017699115044247787	0.8904299583911235	0.9892141756548536	0.9372262773722627	0.8506203846009672	0.6322217667265093	0.7253377871468948
